,Country,Job_title,Rural,Percentage,Quantity
482,Finland,Geographic Information Systems Data Administrator (GIS Data Administrator),rural,0.01%,1
483,Finland,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,0.01%,1
484,Finland,Geographic Information Systems Data Manager (GIS Data Manager),rural,0.01%,1
485,Finland,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,0.04%,3
486,Finland,Internet Database Specialist,rural,0.01%,1
487,Finland,Naval Tactical Data System--Combat Information Center Officer,urban,0.01%,1
488,Finland,Oracle Database Administrator (Oracle DBA),urban,0.02%,2
489,Finland,SCADA Technician (Supervisory Control and Data Acquisition Technician),urban,0.01%,1
490,Finland,Unemployed,rural,0.16%,13
491,Finland,Unemployed,urban,0.3%,25
492,France,Analytical Data Miner,urban,0.02%,2
493,France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,0.05%,4
494,France,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,0.09%,7
495,France,Automatic Data Processing Planner,rural,0.06%,5
496,France,Automatic Data Processing Planner,urban,0.1%,8
497,France,Automatic Data Processing Planner (ADP Planner),rural,0.02%,2
498,France,Automatic Data Processing Planner (ADP Planner),urban,0.09%,7
499,France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),rural,0.06%,5
500,France,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,0.07%,6
501,France,Business Database Analyst,rural,0.02%,2
502,France,Business Database Analyst,urban,0.01%,1
503,France,Clinical Data Analyst,urban,0.02%,2
504,France,Clinical Data Associate,urban,0.02%,2
505,France,Clinical Data Coordinator,rural,0.01%,1
506,France,Clinical Data Coordinator,urban,0.01%,1
507,France,Clinical Data Management Associate Director,rural,0.01%,1
508,France,Clinical Data Management Associate Director,urban,0.01%,1
509,France,Clinical Data Management Manager (CDM Manager),rural,0.02%,2
510,France,Clinical Data Management Manager (CDM Manager),urban,0.02%,2
511,France,Clinical Data Manager,urban,0.02%,2
512,France,Clinical Data Specialist,urban,0.01%,1
513,France,Clinical Trials Data Coordinator,urban,0.04%,3
514,France,Computer or Data Processing Systems Consultant,rural,0.07%,6
515,France,Computer or Data Processing Systems Consultant,urban,0.1%,8
516,France,Crime Data Specialist,urban,0.01%,1
517,France,Customer Data Technician,urban,0.01%,1
518,France,Data Administrator,rural,0.04%,3
519,France,Data Administrator,urban,0.04%,3
520,France,Data Architect,rural,0.07%,6
521,France,Data Architect,urban,0.09%,7
522,France,Data Base Design Analyst,rural,0.04%,3
523,France,Data Base Design Analyst,urban,0.09%,7
524,France,Data Capture Specialist,urban,0.01%,1
525,France,Data Coder Operator,urban,0.02%,2
526,France,Data Collection Technician,rural,0.01%,1
527,France,Data Collection Technician,urban,0.02%,2
528,France,Data Collector,urban,0.01%,1
529,France,Data Communications Analyst,rural,0.02%,2
530,France,Data Communications Analyst,urban,0.09%,7
531,France,Data Communications Software Consultant,rural,0.02%,2
532,France,Data Communications Software Consultant,urban,0.09%,7
533,France,Data Communications Technician,rural,0.04%,3
534,France,Data Communications Technician,urban,0.01%,1
535,France,Data Control Assistant,urban,0.01%,1
536,France,Data Control Clerk Supervisor,urban,0.01%,1
537,France,Data Coordinator,rural,0.07%,6
538,France,Data Coordinator,urban,0.07%,6
539,France,Data Entry Clerk,rural,0.01%,1
540,France,Data Entry Clerk,urban,0.04%,3
541,France,Data Entry Machine Operator,rural,0.01%,1
542,France,Data Entry Machine Operator,urban,0.01%,1
543,France,Data Entry Representative,rural,0.01%,1
544,France,Data Entry Representative,urban,0.04%,3
545,France,Data Entry Specialist,rural,0.01%,1
546,France,Data Entry Specialist,urban,0.01%,1
547,France,Data Entry Supervisor,urban,0.01%,1
548,France,Data Input Clerk,urban,0.01%,1
549,France,Data Management Associate,rural,0.09%,7
550,France,Data Management Associate,urban,0.09%,7
551,France,Data Management Information Technology Specialist,rural,0.02%,2
552,France,Data Management Information Technology Specialist,urban,0.02%,2
553,France,Data Management Manager,urban,0.01%,1
554,France,Data Manager,rural,0.01%,1
555,France,Data Miner,rural,0.07%,6
556,France,Data Miner,urban,0.07%,6
557,France,Data Modeler,urban,0.02%,2
558,France,Data Modeling Specialist,rural,0.02%,2
559,France,Data Modeling Specialist,urban,0.15%,12
560,France,Data Officer,rural,0.06%,5
561,France,Data Officer,urban,0.12%,10
562,France,Data Operations Director,rural,0.04%,3
563,France,Data Operations Director,urban,0.04%,3
564,France,Data Processing Auditor,rural,0.04%,3
565,France,Data Processing Auditor,urban,0.05%,4
566,France,Data Processing Consultant,urban,0.06%,5
567,France,Data Processing Manager,rural,0.02%,2
568,France,Data Processing Manager,urban,0.09%,7
569,France,Data Processing Systems Analyst,rural,0.05%,4
570,France,Data Processing Systems Analyst,urban,0.07%,6
571,France,Data Processing Systems Project Planner,rural,0.02%,2
572,France,Data Processing Systems Project Planner,urban,0.06%,5
573,France,Data Recovery Planner,urban,0.02%,2
574,France,Data Reduction Technician,urban,0.01%,1
575,France,Data Sciences Director,urban,0.01%,1
576,France,Data Scientist,rural,0.02%,2
577,France,Data Scientist,urban,0.06%,5
578,France,Data Security Administrator,rural,0.04%,3
579,France,Data Security Administrator,urban,0.11%,9
580,France,Data Security Analyst,urban,0.09%,7
581,France,Data Specialist,rural,0.01%,1
582,France,Data Storage Specialist,rural,0.04%,3
583,France,Data Storage Specialist,urban,0.07%,6
584,France,Data Systems Manager,rural,0.05%,4
585,France,Data Systems Manager,urban,0.02%,2
586,France,Data Technician,rural,0.01%,1
587,France,Data Transcriber,rural,0.01%,1
588,France,Data Transcriber,urban,0.02%,2
589,France,Data Typist,urban,0.01%,1
590,France,Data Warehouse Analyst,rural,0.04%,3
591,France,Data Warehouse Analyst,urban,0.09%,7
592,France,Data Warehouse Architect,rural,0.04%,3
593,France,Data Warehouse Architect,urban,0.07%,6
594,France,Data Warehouse Developer,rural,0.04%,3
595,France,Data Warehouse Developer,urban,0.02%,2
596,France,Data Warehouse Specialist,rural,0.02%,2
597,France,Data Warehouse Specialist,urban,0.11%,9
598,France,Data Warehousing Engineer,rural,0.01%,1
599,France,Data Warehousing Engineer,urban,0.06%,5
600,France,Data Warehousing Manager,rural,0.04%,3
601,France,Data Warehousing Manager,urban,0.07%,6
602,France,Data Warehousing Specialist,rural,0.06%,5
603,France,Data Warehousing Specialist,urban,0.02%,2
604,France,Database Administration Associate,rural,0.06%,5
605,France,Database Administration Associate,urban,0.06%,5
606,France,Database Administration Manager,urban,0.02%,2
607,France,Database Administration Project Manager,rural,0.01%,1
608,France,Database Analyst,rural,0.01%,1
609,France,Database Analyst,urban,0.02%,2
610,France,Database Architect,rural,0.05%,4
611,France,Database Architect,urban,0.09%,7
612,France,Database Consultant,rural,0.05%,4
613,France,Database Consultant,urban,0.12%,10
614,France,Database Coordinator,rural,0.09%,7
615,France,Database Coordinator,urban,0.1%,8
616,France,Database Design Analyst,rural,0.02%,2
617,France,Database Design Analyst,urban,0.07%,6
618,France,Database Designer,rural,0.05%,4
619,France,Database Designer,urban,0.05%,4
620,France,Database Developer,urban,0.01%,1
621,France,Database Development Project Manager,urban,0.01%,1
622,France,Database Development and Administration Project Manager,rural,0.05%,4
623,France,Database Development and Administration Project Manager,urban,0.07%,6
624,France,Database Engineer,rural,0.02%,2
625,France,Database Engineer,urban,0.09%,7
626,France,Database Management System Specialist (DBMS Specialist),rural,0.02%,2
627,France,Database Management System Specialist (DBMS Specialist),urban,0.02%,2
628,France,Database Manager,rural,0.02%,2
629,France,Database Manager,urban,0.1%,8
630,France,Database Marketing Analyst,rural,0.05%,4
631,France,Database Marketing Analyst,urban,0.1%,8
632,France,Database Modeler,rural,0.06%,5
633,France,Database Modeler,urban,0.1%,8
634,France,Database Programmer,rural,0.01%,1
635,France,Database Programmer,urban,0.02%,2
636,France,Database Security Administrator,rural,0.07%,6
637,France,Database Security Administrator,urban,0.02%,2
638,France,Database Security Expert,rural,0.04%,3
639,France,Database Security Expert,urban,0.05%,4
640,France,Database Software Technician,rural,0.06%,5
641,France,Database Software Technician,urban,0.1%,8
642,France,Database Specialist,rural,0.04%,3
643,France,Database Specialist,urban,0.06%,5
644,France,Database Tester,rural,0.05%,4
645,France,Database Tester,urban,0.09%,7
646,France,Databases Computer Consultant,rural,0.02%,2
647,France,Databases Computer Consultant,urban,0.06%,5
648,France,Databases Software Consultant,rural,0.02%,2
649,France,Databases Software Consultant,urban,0.05%,4
650,France,Datastage Developer,urban,0.01%,1
651,France,Director of Data Operations,rural,0.06%,5
652,France,Director of Data Operations,urban,0.13%,11
653,France,Electronic Data Interchange System Developer (EDI System Developer),rural,0.06%,5
654,France,Electronic Data Interchange System Developer (EDI System Developer),urban,0.05%,4
655,France,Electronic Data Processing Auditor (EDP Auditor),rural,0.01%,1
656,France,Electronic Data Processing Auditor (EDP Auditor),urban,0.07%,6
657,France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",rural,0.02%,2
658,France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,0.05%,4
659,France,Field Traffic Data Technician,rural,0.01%,1
660,France,Field Traffic Data Technician,urban,0.01%,1
661,France,Flight Test Data Acquisition Technician,rural,0.01%,1
662,France,GPS Field Data Collector (Global Positioning System Field Data Collector),urban,0.01%,1
663,France,Geographic Information Systems Data Administrator (GIS Data Administrator),rural,0.05%,4
664,France,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,0.1%,8
665,France,Geographic Information Systems Data Manager (GIS Data Manager),rural,0.02%,2
666,France,Geographic Information Systems Data Manager (GIS Data Manager),urban,0.05%,4
667,France,Geographic Information Systems Data Specialist (GIS Data Specialist),rural,0.04%,3
668,France,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,0.07%,6
669,France,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,0.05%,4
670,France,Head of Information Systems and Data Processing,rural,0.01%,1
671,France,Head of Information Systems and Data Processing,urban,0.13%,11
672,France,Internet Database Specialist,rural,0.04%,3
673,France,Internet Database Specialist,urban,0.09%,7
674,France,Log Data Technician,rural,0.04%,3
675,France,Log Data Technician,urban,0.01%,1
676,France,Maintenance Data Analyst,rural,0.01%,1
677,France,Maintenance Data Analyst,urban,0.01%,1
678,France,Marketing Database Analyst,rural,0.01%,1
679,France,Medical Data Analyst,rural,0.02%,2
680,France,Micro Computer Data Processor,rural,0.01%,1
681,France,Naval Tactical Data System--Combat Information Center Officer,rural,0.01%,1
682,France,Naval Tactical Data System--Combat Information Center Officer,urban,0.01%,1
683,France,"Operations Officer, Afloat (Naval Tactical Data Systems)",urban,0.01%,1
684,France,Oracle Database Administrator (Oracle DBA),rural,0.04%,3
685,France,Oracle Database Administrator (Oracle DBA),urban,0.11%,9
686,France,Reference Data Expert,rural,0.01%,1
687,France,SCADA Operator (Supervisory Control and Data Acquisition Operator),rural,0.01%,1
688,France,SCADA Operator (Supervisory Control and Data Acquisition Operator),urban,0.02%,2
689,France,SCADA Technician (Supervisory Control and Data Acquisition Technician),rural,0.01%,1
690,France,SCADA Technician (Supervisory Control and Data Acquisition Technician),urban,0.01%,1
691,France,SQL Database Administrator,rural,0.02%,2
692,France,SQL Database Administrator,urban,0.01%,1
693,France,Scientific Database Curator,urban,0.02%,2
694,France,Survey Data Technician,rural,0.01%,1
695,France,Unemployed,rural,2.35%,193
696,France,Unemployed,urban,4.16%,342
697,France,Voice and Data Technician,urban,0.01%,1
698,Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,0.01%,1
699,Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,0.07%,6
700,Germany,Automatic Data Processing Planner,rural,0.05%,4
701,Germany,Automatic Data Processing Planner,urban,0.06%,5
702,Germany,Automatic Data Processing Planner (ADP Planner),rural,0.07%,6
703,Germany,Automatic Data Processing Planner (ADP Planner),urban,0.09%,7
704,Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),rural,0.07%,6
705,Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,0.04%,3
706,Germany,Business Database Analyst,urban,0.01%,1
707,Germany,Clinical Data Abstractor,rural,0.01%,1
708,Germany,Clinical Data Abstractor,urban,0.04%,3
709,Germany,Clinical Data Analyst,rural,0.01%,1
710,Germany,Clinical Data Analyst,urban,0.01%,1
711,Germany,Clinical Data Associate,urban,0.01%,1
712,Germany,Clinical Data Coordinator,rural,0.02%,2
713,Germany,Clinical Data Coordinator,urban,0.01%,1
714,Germany,Clinical Data Management Associate Director,rural,0.01%,1
715,Germany,Clinical Data Management Associate Director,urban,0.02%,2
716,Germany,Clinical Data Management Manager (CDM Manager),urban,0.01%,1
717,Germany,Clinical Data Manager,rural,0.01%,1
718,Germany,Clinical Trials Data Coordinator,urban,0.01%,1
719,Germany,Computer or Data Processing Systems Consultant,rural,0.06%,5
720,Germany,Computer or Data Processing Systems Consultant,urban,0.09%,7
721,Germany,Crime Data Specialist,rural,0.01%,1
722,Germany,Customer Data Technician,rural,0.01%,1
723,Germany,Customer Data Technician,urban,0.01%,1
724,Germany,Data Abstractor,rural,0.01%,1
725,Germany,Data Abstractor,urban,0.01%,1
726,Germany,Data Administrator,rural,0.07%,6
727,Germany,Data Administrator,urban,0.09%,7
728,Germany,Data Architect,rural,0.06%,5
729,Germany,Data Architect,urban,0.1%,8
730,Germany,Data Base Design Analyst,rural,0.05%,4
731,Germany,Data Base Design Analyst,urban,0.07%,6
732,Germany,Data Center Manager,rural,0.01%,1
733,Germany,Data Center Manager,urban,0.01%,1
734,Germany,Data Center Operator,rural,0.01%,1
735,Germany,Data Center Operator,urban,0.05%,4
736,Germany,Data Coder Operator,rural,0.01%,1
737,Germany,Data Collection Technician,urban,0.04%,3
738,Germany,Data Communications Analyst,rural,0.1%,8
739,Germany,Data Communications Analyst,urban,0.06%,5
740,Germany,Data Communications Software Consultant,rural,0.05%,4
741,Germany,Data Communications Software Consultant,urban,0.07%,6
742,Germany,Data Compiler,rural,0.02%,2
743,Germany,Data Control Clerk Supervisor,rural,0.01%,1
744,Germany,Data Conversion Operator,rural,0.02%,2
745,Germany,Data Conversion Operator,urban,0.01%,1
746,Germany,Data Coordinator,rural,0.05%,4
747,Germany,Data Coordinator,urban,0.09%,7
748,Germany,Data Entry Machine Operator,urban,0.01%,1
749,Germany,Data Entry Representative,urban,0.02%,2
750,Germany,Data Entry Supervisor,urban,0.02%,2
751,Germany,Data Entry Technician,rural,0.01%,1
752,Germany,Data Entry Technician,urban,0.02%,2
753,Germany,Data Input Clerk,rural,0.01%,1
754,Germany,Data Input Clerk,urban,0.01%,1
755,Germany,Data Keyer,urban,0.02%,2
756,Germany,Data Management Associate,rural,0.02%,2
757,Germany,Data Management Associate,urban,0.04%,3
758,Germany,Data Management Information Technology Specialist,rural,0.04%,3
759,Germany,Data Management Information Technology Specialist,urban,0.1%,8
760,Germany,Data Management Manager,rural,0.01%,1
761,Germany,Data Manager,rural,0.01%,1
762,Germany,Data Miner,rural,0.09%,7
763,Germany,Data Miner,urban,0.01%,1
764,Germany,Data Modeler,rural,0.01%,1
765,Germany,Data Modeling Specialist,rural,0.06%,5
766,Germany,Data Modeling Specialist,urban,0.09%,7
767,Germany,Data Officer,rural,0.06%,5
768,Germany,Data Officer,urban,0.16%,13
769,Germany,Data Operations Director,rural,0.04%,3
770,Germany,Data Processing Auditor,rural,0.04%,3
771,Germany,Data Processing Auditor,urban,0.02%,2
772,Germany,Data Processing Auxiliary Equipment Operator,urban,0.02%,2
773,Germany,Data Processing Clerk,rural,0.01%,1
774,Germany,Data Processing Consultant,rural,0.02%,2
775,Germany,Data Processing Consultant,urban,0.1%,8
776,Germany,Data Processing Control Clerk,urban,0.01%,1
777,Germany,Data Processing Equipment Repairer,urban,0.01%,1
778,Germany,Data Processing Manager,rural,0.07%,6
779,Germany,Data Processing Manager,urban,0.06%,5
780,Germany,Data Processing Services Sales Representative,rural,0.01%,1
781,Germany,Data Processing Services Sales Representative,urban,0.04%,3
782,Germany,Data Processing Supervisor,rural,0.01%,1
783,Germany,Data Processing Systems Analyst,rural,0.05%,4
784,Germany,Data Processing Systems Analyst,urban,0.05%,4
785,Germany,Data Processing Systems Project Planner,rural,0.07%,6
786,Germany,Data Processing Systems Project Planner,urban,0.05%,4
787,Germany,Data Processor,rural,0.02%,2
788,Germany,Data Processor,urban,0.01%,1
789,Germany,Data Recovery Planner,urban,0.01%,1
790,Germany,Data Reduction Technician,rural,0.01%,1
791,Germany,Data Reduction Technician,urban,0.01%,1
792,Germany,Data Sciences Director,rural,0.01%,1
793,Germany,Data Sciences Director,urban,0.01%,1
794,Germany,Data Scientist,rural,0.07%,6
795,Germany,Data Scientist,urban,0.02%,2
796,Germany,Data Security Administrator,rural,0.06%,5
797,Germany,Data Security Administrator,urban,0.09%,7
798,Germany,Data Security Analyst,rural,0.02%,2
799,Germany,Data Security Analyst,urban,0.09%,7
800,Germany,Data Specialist,rural,0.01%,1
801,Germany,Data Specialist,urban,0.01%,1
802,Germany,Data Storage Specialist,rural,0.09%,7
803,Germany,Data Storage Specialist,urban,0.11%,9
804,Germany,Data Systems Manager,rural,0.06%,5
805,Germany,Data Systems Manager,urban,0.06%,5
806,Germany,Data Technician,urban,0.01%,1
807,Germany,Data Transcriber,rural,0.04%,3
808,Germany,Data Typist,urban,0.02%,2
809,Germany,Data Warehouse Analyst,rural,0.02%,2
810,Germany,Data Warehouse Analyst,urban,0.09%,7
811,Germany,Data Warehouse Architect,rural,0.05%,4
812,Germany,Data Warehouse Architect,urban,0.1%,8
813,Germany,Data Warehouse Developer,rural,0.09%,7
814,Germany,Data Warehouse Developer,urban,0.1%,8
815,Germany,Data Warehouse Specialist,rural,0.02%,2
816,Germany,Data Warehouse Specialist,urban,0.12%,10
817,Germany,Data Warehousing Engineer,rural,0.05%,4
818,Germany,Data Warehousing Engineer,urban,0.04%,3
819,Germany,Data Warehousing Manager,rural,0.04%,3
820,Germany,Data Warehousing Manager,urban,0.06%,5
821,Germany,Data Warehousing Specialist,rural,0.05%,4
822,Germany,Data Warehousing Specialist,urban,0.09%,7
823,Germany,Database Administration Associate,rural,0.04%,3
824,Germany,Database Administration Associate,urban,0.07%,6
825,Germany,Database Administration Manager,rural,0.1%,8
826,Germany,Database Administration Manager,urban,0.07%,6
827,Germany,Database Administration Project Manager,rural,0.01%,1
828,Germany,Database Administration Project Manager,urban,0.02%,2
829,Germany,Database Administrator (DBA),rural,0.05%,4
830,Germany,Database Analyst,rural,0.02%,2
831,Germany,Database Analyst,urban,0.05%,4
832,Germany,Database Architect,rural,0.05%,4
833,Germany,Database Architect,urban,0.06%,5
834,Germany,Database Consultant,rural,0.01%,1
835,Germany,Database Consultant,urban,0.15%,12
836,Germany,Database Coordinator,rural,0.02%,2
837,Germany,Database Coordinator,urban,0.09%,7
838,Germany,Database Design Analyst,urban,0.05%,4
839,Germany,Database Designer,rural,0.02%,2
840,Germany,Database Designer,urban,0.04%,3
841,Germany,Database Developer,urban,0.02%,2
842,Germany,Database Development Project Manager,urban,0.01%,1
843,Germany,Database Development and Administration Project Manager,rural,0.09%,7
844,Germany,Database Development and Administration Project Manager,urban,0.06%,5
845,Germany,Database Engineer,rural,0.06%,5
846,Germany,Database Engineer,urban,0.1%,8
847,Germany,Database Management System Specialist (DBMS Specialist),rural,0.05%,4
848,Germany,Database Management System Specialist (DBMS Specialist),urban,0.13%,11
849,Germany,Database Manager,rural,0.05%,4
850,Germany,Database Manager,urban,0.09%,7
851,Germany,Database Marketing Analyst,rural,0.05%,4
852,Germany,Database Marketing Analyst,urban,0.05%,4
853,Germany,Database Modeler,rural,0.02%,2
854,Germany,Database Modeler,urban,0.11%,9
855,Germany,Database Programmer,urban,0.01%,1
856,Germany,Database Security Administrator,rural,0.04%,3
857,Germany,Database Security Administrator,urban,0.02%,2
858,Germany,Database Security Expert,rural,0.05%,4
859,Germany,Database Security Expert,urban,0.04%,3
860,Germany,Database Software Technician,rural,0.04%,3
861,Germany,Database Software Technician,urban,0.1%,8
862,Germany,Database Specialist,rural,0.06%,5
863,Germany,Database Specialist,urban,0.07%,6
864,Germany,Database Tester,rural,0.05%,4
865,Germany,Database Tester,urban,0.04%,3
866,Germany,Databases Computer Consultant,rural,0.04%,3
867,Germany,Databases Computer Consultant,urban,0.06%,5
868,Germany,Databases Software Consultant,rural,0.05%,4
869,Germany,Databases Software Consultant,urban,0.02%,2
870,Germany,Datastage Developer,rural,0.01%,1
871,Germany,Datastage Developer,urban,0.02%,2
872,Germany,Director of Data Operations,rural,0.04%,3
873,Germany,Director of Data Operations,urban,0.05%,4
874,Germany,Electronic Data Interchange System Developer (EDI System Developer),rural,0.1%,8
875,Germany,Electronic Data Interchange System Developer (EDI System Developer),urban,0.06%,5
876,Germany,Electronic Data Processing Auditor (EDP Auditor),rural,0.01%,1
877,Germany,Electronic Data Processing Auditor (EDP Auditor),urban,0.1%,8
878,Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",rural,0.01%,1
879,Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,0.12%,10
880,Germany,Field Artillery Automated Tactical Data System Specialist,urban,0.01%,1
881,Germany,Field Traffic Data Technician,urban,0.02%,2
882,Germany,Flight Data Technician,rural,0.02%,2
883,Germany,Flight Data Technician,urban,0.02%,2
884,Germany,Flight Test Data Acquisition Technician,rural,0.01%,1
885,Germany,Flight Test Data Acquisition Technician,urban,0.01%,1
886,Germany,GPS Field Data Collector (Global Positioning System Field Data Collector),rural,0.01%,1
887,Germany,GPS Field Data Collector (Global Positioning System Field Data Collector),urban,0.04%,3
888,Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),rural,0.05%,4
889,Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,0.07%,6
890,Germany,Geographic Information Systems Data Manager (GIS Data Manager),rural,0.02%,2
891,Germany,Geographic Information Systems Data Manager (GIS Data Manager),urban,0.1%,8
892,Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),rural,0.06%,5
893,Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,0.12%,10
894,Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),rural,0.04%,3
895,Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,0.1%,8
896,Germany,Head of Information Systems and Data Processing,rural,0.04%,3
897,Germany,Head of Information Systems and Data Processing,urban,0.11%,9
898,Germany,Health Data Analyst,urban,0.01%,1
899,Germany,Internet Database Specialist,rural,0.02%,2
900,Germany,Internet Database Specialist,urban,0.11%,9
901,Germany,LiDAR Data Analyst,urban,0.01%,1
902,Germany,Log Data Technician,urban,0.04%,3
903,Germany,Maintenance Data Analyst,rural,0.01%,1
904,Germany,Marketing Database Analyst,rural,0.01%,1
905,Germany,Marketing Database Analyst,urban,0.02%,2
906,Germany,Medical Data Analyst,rural,0.01%,1
907,Germany,Medical Data Analyst,urban,0.01%,1
908,Germany,Micro Computer Data Processor,rural,0.01%,1
909,Germany,Micro Computer Data Processor,urban,0.01%,1
910,Germany,Naval Tactical Data System--Combat Information Center Officer,urban,0.01%,1
911,Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",urban,0.04%,3
912,Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, General",urban,0.02%,2
913,Germany,Oracle Database Administrator (Oracle DBA),rural,0.11%,9
914,Germany,Oracle Database Administrator (Oracle DBA),urban,0.11%,9
915,Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),rural,0.02%,2
916,Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),urban,0.01%,1
917,Germany,SCADA Technician (Supervisory Control and Data Acquisition Technician),rural,0.01%,1
918,Germany,SQL Database Administrator,urban,0.06%,5
919,Germany,Survey Data Technician,rural,0.01%,1
920,Germany,Unemployed,rural,2.95%,243
921,Germany,Unemployed,urban,4.45%,366
922,Germany,Voice and Data Technician,rural,0.02%,2
923,Germany,Voice and Data Technician,urban,0.02%,2
924,Hungary,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,0.01%,1
925,Hungary,Automatic Data Processing Planner,urban,0.01%,1
926,Hungary,Automatic Data Processing Planner (ADP Planner),urban,0.05%,4
927,Hungary,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,0.01%,1
928,Hungary,Customer Data Technician,urban,0.01%,1
929,Hungary,Data Acquisition Technician,rural,0.01%,1
930,Hungary,Data Administrator,rural,0.01%,1
931,Hungary,Data Administrator,urban,0.04%,3
932,Hungary,Data Analysis Assistant,urban,0.01%,1
933,Hungary,Data Architect,urban,0.02%,2
934,Hungary,Data Base Design Analyst,urban,0.02%,2
935,Hungary,Data Capture Clerk,urban,0.01%,1
936,Hungary,Data Capture Specialist,urban,0.01%,1
937,Hungary,Data Collection Technician,rural,0.01%,1
938,Hungary,Data Communications Software Consultant,urban,0.01%,1
939,Hungary,Data Conversion Operator,urban,0.01%,1
940,Hungary,Data Coordinator,rural,0.01%,1
941,Hungary,Data Coordinator,urban,0.02%,2
942,Hungary,Data Entry Machine Operator,urban,0.01%,1
943,Hungary,Data Entry Supervisor,rural,0.01%,1
944,Hungary,Data Entry Technician,urban,0.01%,1
945,Hungary,Data Keyer,rural,0.01%,1
946,Hungary,Data Management Associate,rural,0.01%,1
947,Hungary,Data Management Associate,urban,0.02%,2
948,Hungary,Data Management Information Technology Specialist,rural,0.01%,1
949,Hungary,Data Management Information Technology Specialist,urban,0.01%,1
950,Hungary,Data Miner,rural,0.05%,4
951,Hungary,Data Miner,urban,0.01%,1
952,Hungary,Data Modeling Specialist,rural,0.02%,2
953,Hungary,Data Operations Director,urban,0.01%,1
954,Hungary,Data Processing Auditor,rural,0.01%,1
955,Hungary,Data Processing Auditor,urban,0.01%,1
956,Hungary,Data Processing Auxiliary Equipment Operator,rural,0.01%,1
957,Hungary,Data Processing Manager,rural,0.01%,1
958,Hungary,Data Processing Services Sales Representative,urban,0.04%,3
959,Hungary,Data Processing Supervisor,urban,0.01%,1
960,Hungary,Data Processing Systems Analyst,urban,0.02%,2
961,Hungary,Data Processing Systems Project Planner,urban,0.01%,1
962,Hungary,Data Processor,urban,0.01%,1
963,Hungary,Data Specialist,urban,0.02%,2
964,Hungary,Data Storage Specialist,rural,0.01%,1
965,Hungary,Data Storage Specialist,urban,0.02%,2
966,Hungary,Data Warehouse Analyst,rural,0.01%,1
967,Hungary,Data Warehouse Analyst,urban,0.01%,1
968,Hungary,Data Warehouse Architect,urban,0.01%,1
969,Hungary,Data Warehouse Developer,urban,0.01%,1
970,Hungary,Data Warehouse Specialist,rural,0.04%,3
971,Hungary,Data Warehouse Specialist,urban,0.01%,1
972,Hungary,Data Warehousing Engineer,rural,0.01%,1
973,Hungary,Data Warehousing Manager,urban,0.01%,1
974,Hungary,Data Warehousing Specialist,urban,0.01%,1
975,Hungary,Database Administration Associate,rural,0.02%,2
976,Hungary,Database Administration Associate,urban,0.01%,1
977,Hungary,Database Administration Manager,rural,0.01%,1
978,Hungary,Database Administration Manager,urban,0.01%,1
979,Hungary,Database Analyst,rural,0.01%,1
980,Hungary,Database Consultant,rural,0.02%,2
981,Hungary,Database Coordinator,rural,0.02%,2
982,Hungary,Database Coordinator,urban,0.01%,1
983,Hungary,Database Design Analyst,urban,0.01%,1
984,Hungary,Database Designer,urban,0.01%,1
985,Hungary,Database Developer,urban,0.01%,1
986,Hungary,Database Engineer,urban,0.02%,2
987,Hungary,Database Management System Specialist (DBMS Specialist),rural,0.01%,1
988,Hungary,Database Management System Specialist (DBMS Specialist),urban,0.01%,1
989,Hungary,Database Manager,urban,0.01%,1
990,Hungary,Database Marketing Analyst,urban,0.02%,2
991,Hungary,Database Modeler,rural,0.01%,1
992,Hungary,Database Programmer,rural,0.01%,1
993,Hungary,Database Security Administrator,urban,0.01%,1
