Country,Job_title,Rural,Quantity,Percentage
France,Computer or Data Processing Systems Consultant,rural,6,0.07%
France,Computer or Data Processing Systems Consultant,urban,8,0.1%
France,Crime Data Specialist,urban,1,0.01%
France,Customer Data Technician,urban,1,0.01%
France,Data Administrator,rural,3,0.04%
France,Data Administrator,urban,3,0.04%
France,Data Architect,rural,6,0.07%
France,Data Architect,urban,7,0.09%
France,Data Base Design Analyst,rural,3,0.04%
France,Data Base Design Analyst,urban,7,0.09%
France,Data Capture Specialist,urban,1,0.01%
France,Data Coder Operator,urban,2,0.02%
France,Data Collection Technician,rural,1,0.01%
France,Data Collection Technician,urban,2,0.02%
France,Data Collector,urban,1,0.01%
France,Data Communications Analyst,rural,2,0.02%
France,Data Communications Analyst,urban,7,0.09%
France,Data Communications Software Consultant,rural,2,0.02%
France,Data Communications Software Consultant,urban,7,0.09%
France,Data Communications Technician,rural,3,0.04%
France,Data Communications Technician,urban,1,0.01%
France,Data Control Assistant,urban,1,0.01%
France,Data Control Clerk Supervisor,urban,1,0.01%
France,Data Coordinator,rural,6,0.07%
France,Data Coordinator,urban,6,0.07%
France,Data Entry Clerk,rural,1,0.01%
France,Data Entry Clerk,urban,3,0.04%
France,Data Entry Machine Operator,rural,1,0.01%
France,Data Entry Machine Operator,urban,1,0.01%
France,Data Entry Representative,rural,1,0.01%
France,Data Entry Representative,urban,3,0.04%
France,Data Entry Specialist,rural,1,0.01%
France,Data Entry Specialist,urban,1,0.01%
France,Data Entry Supervisor,urban,1,0.01%
France,Data Input Clerk,urban,1,0.01%
France,Data Management Associate,rural,7,0.09%
France,Data Management Associate,urban,7,0.09%
France,Data Management Information Technology Specialist,rural,2,0.02%
France,Data Management Information Technology Specialist,urban,2,0.02%
France,Data Management Manager,urban,1,0.01%
France,Data Manager,rural,1,0.01%
France,Data Miner,rural,6,0.07%
France,Data Miner,urban,6,0.07%
France,Data Modeler,urban,2,0.02%
France,Data Modeling Specialist,rural,2,0.02%
France,Data Modeling Specialist,urban,12,0.15%
France,Data Officer,rural,5,0.06%
France,Data Officer,urban,10,0.12%
France,Data Operations Director,rural,3,0.04%
France,Data Operations Director,urban,3,0.04%
France,Data Processing Auditor,rural,3,0.04%
France,Data Processing Auditor,urban,4,0.05%
France,Data Processing Consultant,urban,5,0.06%
France,Data Processing Manager,rural,2,0.02%
France,Data Processing Manager,urban,7,0.09%
France,Data Processing Systems Analyst,rural,4,0.05%
France,Data Processing Systems Analyst,urban,6,0.07%
France,Data Processing Systems Project Planner,rural,2,0.02%
France,Data Processing Systems Project Planner,urban,5,0.06%
France,Data Recovery Planner,urban,2,0.02%
France,Data Reduction Technician,urban,1,0.01%
France,Data Sciences Director,urban,1,0.01%
France,Data Scientist,rural,2,0.02%
France,Data Scientist,urban,5,0.06%
France,Data Security Administrator,rural,3,0.04%
France,Data Security Administrator,urban,9,0.11%
France,Data Security Analyst,urban,7,0.09%
France,Data Specialist,rural,1,0.01%
France,Data Storage Specialist,rural,3,0.04%
France,Data Storage Specialist,urban,6,0.07%
France,Data Systems Manager,rural,4,0.05%
France,Data Systems Manager,urban,2,0.02%
France,Data Technician,rural,1,0.01%
France,Data Transcriber,rural,1,0.01%
France,Data Transcriber,urban,2,0.02%
France,Data Typist,urban,1,0.01%
France,Data Warehouse Analyst,rural,3,0.04%
France,Data Warehouse Analyst,urban,7,0.09%
France,Data Warehouse Architect,rural,3,0.04%
France,Data Warehouse Architect,urban,6,0.07%
France,Data Warehouse Developer,rural,3,0.04%
France,Data Warehouse Developer,urban,2,0.02%
France,Data Warehouse Specialist,rural,2,0.02%
France,Data Warehouse Specialist,urban,9,0.11%
France,Data Warehousing Engineer,rural,1,0.01%
France,Data Warehousing Engineer,urban,5,0.06%
France,Data Warehousing Manager,rural,3,0.04%
France,Data Warehousing Manager,urban,6,0.07%
France,Data Warehousing Specialist,rural,5,0.06%
France,Data Warehousing Specialist,urban,2,0.02%
France,Database Administration Associate,rural,5,0.06%
France,Database Administration Associate,urban,5,0.06%
France,Database Administration Manager,urban,2,0.02%
France,Database Administration Project Manager,rural,1,0.01%
France,Database Analyst,rural,1,0.01%
France,Database Analyst,urban,2,0.02%
France,Database Architect,rural,4,0.05%
France,Database Architect,urban,7,0.09%
France,Database Consultant,rural,4,0.05%
France,Database Consultant,urban,10,0.12%
France,Database Coordinator,rural,7,0.09%
France,Database Coordinator,urban,8,0.1%
France,Database Design Analyst,rural,2,0.02%
France,Database Design Analyst,urban,6,0.07%
France,Database Designer,rural,4,0.05%
France,Database Designer,urban,4,0.05%
France,Database Developer,urban,1,0.01%
France,Database Development Project Manager,urban,1,0.01%
France,Database Development and Administration Project Manager,rural,4,0.05%
France,Database Development and Administration Project Manager,urban,6,0.07%
France,Database Engineer,rural,2,0.02%
France,Database Engineer,urban,7,0.09%
France,Database Management System Specialist (DBMS Specialist),rural,2,0.02%
France,Database Management System Specialist (DBMS Specialist),urban,2,0.02%
France,Database Manager,rural,2,0.02%
France,Database Manager,urban,8,0.1%
France,Database Marketing Analyst,rural,4,0.05%
France,Database Marketing Analyst,urban,8,0.1%
France,Database Modeler,rural,5,0.06%
France,Database Modeler,urban,8,0.1%
France,Database Programmer,rural,1,0.01%
France,Database Programmer,urban,2,0.02%
France,Database Security Administrator,rural,6,0.07%
France,Database Security Administrator,urban,2,0.02%
France,Database Security Expert,rural,3,0.04%
France,Database Security Expert,urban,4,0.05%
France,Database Software Technician,rural,5,0.06%
France,Database Software Technician,urban,8,0.1%
France,Database Specialist,rural,3,0.04%
France,Database Specialist,urban,5,0.06%
France,Database Tester,rural,4,0.05%
France,Database Tester,urban,7,0.09%
France,Databases Computer Consultant,rural,2,0.02%
France,Databases Computer Consultant,urban,5,0.06%
France,Databases Software Consultant,rural,2,0.02%
France,Databases Software Consultant,urban,4,0.05%
France,Datastage Developer,urban,1,0.01%
France,Director of Data Operations,rural,5,0.06%
France,Director of Data Operations,urban,11,0.13%
France,Electronic Data Interchange System Developer (EDI System Developer),rural,5,0.06%
France,Electronic Data Interchange System Developer (EDI System Developer),urban,4,0.05%
France,Electronic Data Processing Auditor (EDP Auditor),rural,1,0.01%
France,Electronic Data Processing Auditor (EDP Auditor),urban,6,0.07%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",rural,2,0.02%
France,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,4,0.05%
France,Field Traffic Data Technician,rural,1,0.01%
France,Field Traffic Data Technician,urban,1,0.01%
France,Flight Test Data Acquisition Technician,rural,1,0.01%
France,GPS Field Data Collector (Global Positioning System Field Data Collector),urban,1,0.01%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),rural,4,0.05%
France,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,8,0.1%
France,Geographic Information Systems Data Manager (GIS Data Manager),rural,2,0.02%
France,Geographic Information Systems Data Manager (GIS Data Manager),urban,4,0.05%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),rural,3,0.04%
France,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,6,0.07%
France,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,4,0.05%
France,Head of Information Systems and Data Processing,rural,1,0.01%
France,Head of Information Systems and Data Processing,urban,11,0.13%
France,Internet Database Specialist,rural,3,0.04%
France,Internet Database Specialist,urban,7,0.09%
France,Log Data Technician,rural,3,0.04%
France,Log Data Technician,urban,1,0.01%
France,Maintenance Data Analyst,rural,1,0.01%
France,Maintenance Data Analyst,urban,1,0.01%
France,Marketing Database Analyst,rural,1,0.01%
France,Medical Data Analyst,rural,2,0.02%
France,Micro Computer Data Processor,rural,1,0.01%
France,Naval Tactical Data System--Combat Information Center Officer,rural,1,0.01%
France,Naval Tactical Data System--Combat Information Center Officer,urban,1,0.01%
France,"Operations Officer, Afloat (Naval Tactical Data Systems)",urban,1,0.01%
France,Oracle Database Administrator (Oracle DBA),rural,3,0.04%
France,Oracle Database Administrator (Oracle DBA),urban,9,0.11%
France,Reference Data Expert,rural,1,0.01%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),rural,1,0.01%
France,SCADA Operator (Supervisory Control and Data Acquisition Operator),urban,2,0.02%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),rural,1,0.01%
France,SCADA Technician (Supervisory Control and Data Acquisition Technician),urban,1,0.01%
France,SQL Database Administrator,rural,2,0.02%
France,SQL Database Administrator,urban,1,0.01%
France,Scientific Database Curator,urban,2,0.02%
France,Survey Data Technician,rural,1,0.01%
France,Unemployed,rural,193,2.35%
France,Unemployed,urban,342,4.16%
France,Voice and Data Technician,urban,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),rural,1,0.01%
Germany,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,6,0.07%
Germany,Automatic Data Processing Planner,rural,4,0.05%
Germany,Automatic Data Processing Planner,urban,5,0.06%
Germany,Automatic Data Processing Planner (ADP Planner),rural,6,0.07%
Germany,Automatic Data Processing Planner (ADP Planner),urban,7,0.09%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),rural,6,0.07%
Germany,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,3,0.04%
Germany,Business Database Analyst,urban,1,0.01%
Germany,Clinical Data Abstractor,rural,1,0.01%
Germany,Clinical Data Abstractor,urban,3,0.04%
Germany,Clinical Data Analyst,rural,1,0.01%
Germany,Clinical Data Analyst,urban,1,0.01%
Germany,Clinical Data Associate,urban,1,0.01%
Germany,Clinical Data Coordinator,rural,2,0.02%
Germany,Clinical Data Coordinator,urban,1,0.01%
Germany,Clinical Data Management Associate Director,rural,1,0.01%
Germany,Clinical Data Management Associate Director,urban,2,0.02%
Germany,Clinical Data Management Manager (CDM Manager),urban,1,0.01%
Germany,Clinical Data Manager,rural,1,0.01%
Germany,Clinical Trials Data Coordinator,urban,1,0.01%
Germany,Computer or Data Processing Systems Consultant,rural,5,0.06%
Germany,Computer or Data Processing Systems Consultant,urban,7,0.09%
Germany,Crime Data Specialist,rural,1,0.01%
Germany,Customer Data Technician,rural,1,0.01%
Germany,Customer Data Technician,urban,1,0.01%
Germany,Data Abstractor,rural,1,0.01%
Germany,Data Abstractor,urban,1,0.01%
Germany,Data Administrator,rural,6,0.07%
Germany,Data Administrator,urban,7,0.09%
Germany,Data Architect,rural,5,0.06%
Germany,Data Architect,urban,8,0.1%
Germany,Data Base Design Analyst,rural,4,0.05%
Germany,Data Base Design Analyst,urban,6,0.07%
Germany,Data Center Manager,rural,1,0.01%
Germany,Data Center Manager,urban,1,0.01%
Germany,Data Center Operator,rural,1,0.01%
Germany,Data Center Operator,urban,4,0.05%
Germany,Data Coder Operator,rural,1,0.01%
Germany,Data Collection Technician,urban,3,0.04%
Germany,Data Communications Analyst,rural,8,0.1%
Germany,Data Communications Analyst,urban,5,0.06%
Germany,Data Communications Software Consultant,rural,4,0.05%
Germany,Data Communications Software Consultant,urban,6,0.07%
Germany,Data Compiler,rural,2,0.02%
Germany,Data Control Clerk Supervisor,rural,1,0.01%
Germany,Data Conversion Operator,rural,2,0.02%
Germany,Data Conversion Operator,urban,1,0.01%
Germany,Data Coordinator,rural,4,0.05%
Germany,Data Coordinator,urban,7,0.09%
Germany,Data Entry Machine Operator,urban,1,0.01%
Germany,Data Entry Representative,urban,2,0.02%
Germany,Data Entry Supervisor,urban,2,0.02%
Germany,Data Entry Technician,rural,1,0.01%
Germany,Data Entry Technician,urban,2,0.02%
Germany,Data Input Clerk,rural,1,0.01%
Germany,Data Input Clerk,urban,1,0.01%
Germany,Data Keyer,urban,2,0.02%
Germany,Data Management Associate,rural,2,0.02%
Germany,Data Management Associate,urban,3,0.04%
Germany,Data Management Information Technology Specialist,rural,3,0.04%
Germany,Data Management Information Technology Specialist,urban,8,0.1%
Germany,Data Management Manager,rural,1,0.01%
Germany,Data Manager,rural,1,0.01%
Germany,Data Miner,rural,7,0.09%
Germany,Data Miner,urban,1,0.01%
Germany,Data Modeler,rural,1,0.01%
Germany,Data Modeling Specialist,rural,5,0.06%
Germany,Data Modeling Specialist,urban,7,0.09%
Germany,Data Officer,rural,5,0.06%
Germany,Data Officer,urban,13,0.16%
Germany,Data Operations Director,rural,3,0.04%
Germany,Data Processing Auditor,rural,3,0.04%
Germany,Data Processing Auditor,urban,2,0.02%
Germany,Data Processing Auxiliary Equipment Operator,urban,2,0.02%
Germany,Data Processing Clerk,rural,1,0.01%
Germany,Data Processing Consultant,rural,2,0.02%
Germany,Data Processing Consultant,urban,8,0.1%
Germany,Data Processing Control Clerk,urban,1,0.01%
Germany,Data Processing Equipment Repairer,urban,1,0.01%
Germany,Data Processing Manager,rural,6,0.07%
Germany,Data Processing Manager,urban,5,0.06%
Germany,Data Processing Services Sales Representative,rural,1,0.01%
Germany,Data Processing Services Sales Representative,urban,3,0.04%
Germany,Data Processing Supervisor,rural,1,0.01%
Germany,Data Processing Systems Analyst,rural,4,0.05%
Germany,Data Processing Systems Analyst,urban,4,0.05%
Germany,Data Processing Systems Project Planner,rural,6,0.07%
Germany,Data Processing Systems Project Planner,urban,4,0.05%
Germany,Data Processor,rural,2,0.02%
Germany,Data Processor,urban,1,0.01%
Germany,Data Recovery Planner,urban,1,0.01%
Germany,Data Reduction Technician,rural,1,0.01%
Germany,Data Reduction Technician,urban,1,0.01%
Germany,Data Sciences Director,rural,1,0.01%
Germany,Data Sciences Director,urban,1,0.01%
Germany,Data Scientist,rural,6,0.07%
Germany,Data Scientist,urban,2,0.02%
Germany,Data Security Administrator,rural,5,0.06%
Germany,Data Security Administrator,urban,7,0.09%
Germany,Data Security Analyst,rural,2,0.02%
Germany,Data Security Analyst,urban,7,0.09%
Germany,Data Specialist,rural,1,0.01%
Germany,Data Specialist,urban,1,0.01%
Germany,Data Storage Specialist,rural,7,0.09%
Germany,Data Storage Specialist,urban,9,0.11%
Germany,Data Systems Manager,rural,5,0.06%
Germany,Data Systems Manager,urban,5,0.06%
Germany,Data Technician,urban,1,0.01%
Germany,Data Transcriber,rural,3,0.04%
Germany,Data Typist,urban,2,0.02%
Germany,Data Warehouse Analyst,rural,2,0.02%
Germany,Data Warehouse Analyst,urban,7,0.09%
Germany,Data Warehouse Architect,rural,4,0.05%
Germany,Data Warehouse Architect,urban,8,0.1%
Germany,Data Warehouse Developer,rural,7,0.09%
Germany,Data Warehouse Developer,urban,8,0.1%
Germany,Data Warehouse Specialist,rural,2,0.02%
Germany,Data Warehouse Specialist,urban,10,0.12%
Germany,Data Warehousing Engineer,rural,4,0.05%
Germany,Data Warehousing Engineer,urban,3,0.04%
Germany,Data Warehousing Manager,rural,3,0.04%
Germany,Data Warehousing Manager,urban,5,0.06%
Germany,Data Warehousing Specialist,rural,4,0.05%
Germany,Data Warehousing Specialist,urban,7,0.09%
Germany,Database Administration Associate,rural,3,0.04%
Germany,Database Administration Associate,urban,6,0.07%
Germany,Database Administration Manager,rural,8,0.1%
Germany,Database Administration Manager,urban,6,0.07%
Germany,Database Administration Project Manager,rural,1,0.01%
Germany,Database Administration Project Manager,urban,2,0.02%
Germany,Database Administrator (DBA),rural,4,0.05%
Germany,Database Analyst,rural,2,0.02%
Germany,Database Analyst,urban,4,0.05%
Germany,Database Architect,rural,4,0.05%
Germany,Database Architect,urban,5,0.06%
Germany,Database Consultant,rural,1,0.01%
Germany,Database Consultant,urban,12,0.15%
Germany,Database Coordinator,rural,2,0.02%
Germany,Database Coordinator,urban,7,0.09%
Germany,Database Design Analyst,urban,4,0.05%
Germany,Database Designer,rural,2,0.02%
Germany,Database Designer,urban,3,0.04%
Germany,Database Developer,urban,2,0.02%
Germany,Database Development Project Manager,urban,1,0.01%
Germany,Database Development and Administration Project Manager,rural,7,0.09%
Germany,Database Development and Administration Project Manager,urban,5,0.06%
Germany,Database Engineer,rural,5,0.06%
Germany,Database Engineer,urban,8,0.1%
Germany,Database Management System Specialist (DBMS Specialist),rural,4,0.05%
Germany,Database Management System Specialist (DBMS Specialist),urban,11,0.13%
Germany,Database Manager,rural,4,0.05%
Germany,Database Manager,urban,7,0.09%
Germany,Database Marketing Analyst,rural,4,0.05%
Germany,Database Marketing Analyst,urban,4,0.05%
Germany,Database Modeler,rural,2,0.02%
Germany,Database Modeler,urban,9,0.11%
Germany,Database Programmer,urban,1,0.01%
Germany,Database Security Administrator,rural,3,0.04%
Germany,Database Security Administrator,urban,2,0.02%
Germany,Database Security Expert,rural,4,0.05%
Germany,Database Security Expert,urban,3,0.04%
Germany,Database Software Technician,rural,3,0.04%
Germany,Database Software Technician,urban,8,0.1%
Germany,Database Specialist,rural,5,0.06%
Germany,Database Specialist,urban,6,0.07%
Germany,Database Tester,rural,4,0.05%
Germany,Database Tester,urban,3,0.04%
Germany,Databases Computer Consultant,rural,3,0.04%
Germany,Databases Computer Consultant,urban,5,0.06%
Germany,Databases Software Consultant,rural,4,0.05%
Germany,Databases Software Consultant,urban,2,0.02%
Germany,Datastage Developer,rural,1,0.01%
Germany,Datastage Developer,urban,2,0.02%
Germany,Director of Data Operations,rural,3,0.04%
Germany,Director of Data Operations,urban,4,0.05%
Germany,Electronic Data Interchange System Developer (EDI System Developer),rural,8,0.1%
Germany,Electronic Data Interchange System Developer (EDI System Developer),urban,5,0.06%
Germany,Electronic Data Processing Auditor (EDP Auditor),rural,1,0.01%
Germany,Electronic Data Processing Auditor (EDP Auditor),urban,8,0.1%
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",rural,1,0.01%
Germany,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,10,0.12%
Germany,Field Artillery Automated Tactical Data System Specialist,urban,1,0.01%
Germany,Field Traffic Data Technician,urban,2,0.02%
Germany,Flight Data Technician,rural,2,0.02%
Germany,Flight Data Technician,urban,2,0.02%
Germany,Flight Test Data Acquisition Technician,rural,1,0.01%
Germany,Flight Test Data Acquisition Technician,urban,1,0.01%
Germany,GPS Field Data Collector (Global Positioning System Field Data Collector),rural,1,0.01%
Germany,GPS Field Data Collector (Global Positioning System Field Data Collector),urban,3,0.04%
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),rural,4,0.05%
Germany,Geographic Information Systems Data Administrator (GIS Data Administrator),urban,6,0.07%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),rural,2,0.02%
Germany,Geographic Information Systems Data Manager (GIS Data Manager),urban,8,0.1%
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),rural,5,0.06%
Germany,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,10,0.12%
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),rural,3,0.04%
Germany,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,8,0.1%
Germany,Head of Information Systems and Data Processing,rural,3,0.04%
Germany,Head of Information Systems and Data Processing,urban,9,0.11%
Germany,Health Data Analyst,urban,1,0.01%
Germany,Internet Database Specialist,rural,2,0.02%
Germany,Internet Database Specialist,urban,9,0.11%
Germany,LiDAR Data Analyst,urban,1,0.01%
Germany,Log Data Technician,urban,3,0.04%
Germany,Maintenance Data Analyst,rural,1,0.01%
Germany,Marketing Database Analyst,rural,1,0.01%
Germany,Marketing Database Analyst,urban,2,0.02%
Germany,Medical Data Analyst,rural,1,0.01%
Germany,Medical Data Analyst,urban,1,0.01%
Germany,Micro Computer Data Processor,rural,1,0.01%
Germany,Micro Computer Data Processor,urban,1,0.01%
Germany,Naval Tactical Data System--Combat Information Center Officer,urban,1,0.01%
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, Carrier Controlled Approach Controller",urban,3,0.04%
Germany,"Naval Tactical Data System--Combat Information Center Watch Officer, General",urban,2,0.02%
Germany,Oracle Database Administrator (Oracle DBA),rural,9,0.11%
Germany,Oracle Database Administrator (Oracle DBA),urban,9,0.11%
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),rural,2,0.02%
Germany,SCADA Operator (Supervisory Control and Data Acquisition Operator),urban,1,0.01%
Germany,SCADA Technician (Supervisory Control and Data Acquisition Technician),rural,1,0.01%
Germany,SQL Database Administrator,urban,5,0.06%
Germany,Survey Data Technician,rural,1,0.01%
Germany,Unemployed,rural,243,2.95%
Germany,Unemployed,urban,366,4.45%
Germany,Voice and Data Technician,rural,2,0.02%
Germany,Voice and Data Technician,urban,2,0.02%
Hungary,Automatic Data Processing Customer Liaison (ADP Customer Liaison),urban,1,0.01%
Hungary,Automatic Data Processing Planner,urban,1,0.01%
Hungary,Automatic Data Processing Planner (ADP Planner),urban,4,0.05%
Hungary,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,1,0.01%
Hungary,Customer Data Technician,urban,1,0.01%
Hungary,Data Acquisition Technician,rural,1,0.01%
Hungary,Data Administrator,rural,1,0.01%
Hungary,Data Administrator,urban,3,0.04%
Hungary,Data Analysis Assistant,urban,1,0.01%
Hungary,Data Architect,urban,2,0.02%
Hungary,Data Base Design Analyst,urban,2,0.02%
Hungary,Data Capture Clerk,urban,1,0.01%
Hungary,Data Capture Specialist,urban,1,0.01%
Hungary,Data Collection Technician,rural,1,0.01%
Hungary,Data Communications Software Consultant,urban,1,0.01%
Hungary,Data Conversion Operator,urban,1,0.01%
Hungary,Data Coordinator,rural,1,0.01%
Hungary,Data Coordinator,urban,2,0.02%
Hungary,Data Entry Machine Operator,urban,1,0.01%
Hungary,Data Entry Supervisor,rural,1,0.01%
Hungary,Data Entry Technician,urban,1,0.01%
Hungary,Data Keyer,rural,1,0.01%
Hungary,Data Management Associate,rural,1,0.01%
Hungary,Data Management Associate,urban,2,0.02%
Hungary,Data Management Information Technology Specialist,rural,1,0.01%
Hungary,Data Management Information Technology Specialist,urban,1,0.01%
Hungary,Data Miner,rural,4,0.05%
Hungary,Data Miner,urban,1,0.01%
Hungary,Data Modeling Specialist,rural,2,0.02%
Hungary,Data Operations Director,urban,1,0.01%
Hungary,Data Processing Auditor,rural,1,0.01%
Hungary,Data Processing Auditor,urban,1,0.01%
Hungary,Data Processing Auxiliary Equipment Operator,rural,1,0.01%
Hungary,Data Processing Manager,rural,1,0.01%
Hungary,Data Processing Services Sales Representative,urban,3,0.04%
Hungary,Data Processing Supervisor,urban,1,0.01%
Hungary,Data Processing Systems Analyst,urban,2,0.02%
Hungary,Data Processing Systems Project Planner,urban,1,0.01%
Hungary,Data Processor,urban,1,0.01%
Hungary,Data Specialist,urban,2,0.02%
Hungary,Data Storage Specialist,rural,1,0.01%
Hungary,Data Storage Specialist,urban,2,0.02%
Hungary,Data Warehouse Analyst,rural,1,0.01%
Hungary,Data Warehouse Analyst,urban,1,0.01%
Hungary,Data Warehouse Architect,urban,1,0.01%
Hungary,Data Warehouse Developer,urban,1,0.01%
Hungary,Data Warehouse Specialist,rural,3,0.04%
Hungary,Data Warehouse Specialist,urban,1,0.01%
Hungary,Data Warehousing Engineer,rural,1,0.01%
Hungary,Data Warehousing Manager,urban,1,0.01%
Hungary,Data Warehousing Specialist,urban,1,0.01%
Hungary,Database Administration Associate,rural,2,0.02%
Hungary,Database Administration Associate,urban,1,0.01%
Hungary,Database Administration Manager,rural,1,0.01%
Hungary,Database Administration Manager,urban,1,0.01%
Hungary,Database Analyst,rural,1,0.01%
Hungary,Database Consultant,rural,2,0.02%
Hungary,Database Coordinator,rural,2,0.02%
Hungary,Database Coordinator,urban,1,0.01%
Hungary,Database Design Analyst,urban,1,0.01%
Hungary,Database Designer,urban,1,0.01%
Hungary,Database Developer,urban,1,0.01%
Hungary,Database Engineer,urban,2,0.02%
Hungary,Database Management System Specialist (DBMS Specialist),rural,1,0.01%
Hungary,Database Management System Specialist (DBMS Specialist),urban,1,0.01%
Hungary,Database Manager,urban,1,0.01%
Hungary,Database Marketing Analyst,urban,2,0.02%
Hungary,Database Modeler,rural,1,0.01%
Hungary,Database Programmer,rural,1,0.01%
Hungary,Database Security Administrator,urban,1,0.01%
Hungary,Database Software Technician,urban,2,0.02%
Hungary,Database Tester,urban,1,0.01%
Hungary,Databases Computer Consultant,urban,2,0.02%
Hungary,Databases Software Consultant,rural,1,0.01%
Hungary,Databases Software Consultant,urban,1,0.01%
Hungary,Datastage Developer,urban,1,0.01%
Hungary,Director of Data Operations,urban,2,0.02%
Hungary,Electronic Data Interchange System Developer (EDI System Developer),urban,1,0.01%
Hungary,Electronic Data Processing Auditor (EDP Auditor),rural,1,0.01%
Hungary,"Engineer, System Electronic Data Processing (Engineer, System EDP)",urban,2,0.02%
Hungary,Field Traffic Data Technician,urban,2,0.02%
Hungary,Flight Test Data Acquisition Technician,rural,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),rural,1,0.01%
Hungary,Geographic Information Systems Data Manager (GIS Data Manager),urban,3,0.04%
Hungary,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,2,0.02%
Hungary,Geographic Information Systems Database Administrator (GIS Database Administrator),rural,1,0.01%
Hungary,Head of Information Systems and Data Processing,rural,2,0.02%
Hungary,Head of Information Systems and Data Processing,urban,1,0.01%
Hungary,Health Data Analyst,urban,1,0.01%
Hungary,Internet Database Specialist,urban,2,0.02%
Hungary,Marketing Database Analyst,urban,1,0.01%
Hungary,Naval Tactical Data System--Combat Information Center Officer,urban,1,0.01%
Hungary,"Operations Officer, Afloat (Naval Tactical Data Systems)",rural,1,0.01%
Hungary,Oracle Database Administrator (Oracle DBA),urban,1,0.01%
Hungary,SQL Database Administrator,rural,2,0.02%
Hungary,SQL Database Administrator,urban,2,0.02%
Hungary,Unemployed,rural,19,0.23%
Hungary,Unemployed,urban,54,0.66%
Ireland,Automatic Data Processing Planner (ADP Planner),rural,1,0.01%
Ireland,Automatic Data Processing Systems Security Specialist (ADP Systems Security),urban,1,0.01%
Ireland,Data Acquisition Technician,urban,1,0.01%
Ireland,Data Architect,rural,1,0.01%
Ireland,Data Communications Analyst,urban,2,0.02%
Ireland,Data Control Clerk Supervisor,urban,1,0.01%
Ireland,Data Input Clerk,urban,1,0.01%
Ireland,Data Management Associate,urban,2,0.02%
Ireland,Data Miner,rural,1,0.01%
Ireland,Data Processing Auditor,urban,2,0.02%
Ireland,Data Processing Consultant,urban,2,0.02%
Ireland,Data Processing Manager,urban,1,0.01%
Ireland,Data Processing Mechanic,rural,1,0.01%
Ireland,Data Processing Systems Analyst,urban,2,0.02%
Ireland,Data Processing Systems Project Planner,urban,1,0.01%
Ireland,Data Scientist,urban,1,0.01%
Ireland,Data Security Administrator,urban,1,0.01%
Ireland,Data Specialist,urban,1,0.01%
Ireland,Data Systems Manager,rural,1,0.01%
Ireland,Data Systems Manager,urban,1,0.01%
Ireland,Data Warehouse Analyst,urban,1,0.01%
Ireland,Data Warehousing Manager,rural,1,0.01%
Ireland,Data Warehousing Specialist,urban,1,0.01%
Ireland,Database Administration Associate,urban,1,0.01%
Ireland,Database Architect,urban,1,0.01%
Ireland,Database Consultant,rural,1,0.01%
Ireland,Database Designer,urban,1,0.01%
Ireland,Database Modeler,urban,2,0.02%
Ireland,Database Security Administrator,rural,1,0.01%
Ireland,Database Tester,rural,1,0.01%
Ireland,Database Tester,urban,1,0.01%
Ireland,Electronic Data Processing Auditor (EDP Auditor),rural,1,0.01%
Ireland,Geographic Information Systems Data Manager (GIS Data Manager),urban,2,0.02%
Ireland,Geographic Information Systems Data Specialist (GIS Data Specialist),urban,1,0.01%
Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),rural,1,0.01%
Ireland,Geographic Information Systems Database Administrator (GIS Database Administrator),urban,1,0.01%
Ireland,LiDAR Data Analyst,urban,1,0.01%
Ireland,"Operations Officer, Afloat (Naval Tactical Data Systems)",urban,1,0.01%
Ireland,Oracle Database Administrator (Oracle DBA),urban,1,0.01%
Ireland,Reference Data Expert,rural,1,0.01%
Ireland,SQL Database Administrator,rural,1,0.01%
Ireland,Unemployed,rural,18,0.22%
